,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,spotify_id
"('Down To The River To Pray', 'Alison Krauss')",0.964,0.526,175973,0.166,0,4,0.229,-15.227,1,0.0859,131.375,4,0.549,5tePn9lOIMHfFaqoTxFrio
"('Like A Call', 'Architecture In Helsinki')",0.135,0.681,182973,0.676,0.00812,0,0.232,-9.355,1,0.0276,117.426,4,0.533,5ZYf5jX10Whwb3Yn6v63qu
"('Conquering Kids', 'Throw Me The Statue')",0.773,0.536,293040,0.572,0.00481,2,0.1,-9.429,1,0.0473,144.969,4,0.635,1tMdB3Hw5lxNrcta4R3y02
"('Morning Call (Dawn Remix)', 'H.U.V.A. Network')",0.418,0.632,458640,0.717,0.907,11,0.1,-17.851,0,0.108,129.994,4,0.0284,4XSqHxjdERuph8H9A0OeDj
"('Crawled Out Of The Sea (Interlude)', 'Laura Marling')",0.605,0.414,76400,0.52,0,7,0.194,-8.101,1,0.0704,121.039,4,0.646,01umZ54PvVdWOyGU0LXIj7
"('Holy Names', 'Pretty Girls Make Graves')",0.000888,0.539,237533,0.687,0.845,11,0.18,-8.594,0,0.0328,94.917,4,0.496,0l847ulLUuBs9aXrenaKn6
"('Vampires In Blue Dresses', ""Margot & The Nuclear So And So'S"")",0.105,0.607,273173,0.43,0,9,0.106,-6.778,1,0.0251,128.398,4,0.289,3EIQofQf9NloNNmvg45MFE
"('Aşk Yok Artık', 'Sagopa Kajmer')",0.0713,0.721,279507,0.726,0,2,0.097,-10.157,0,0.326,80.766,4,0.243,0KBPFfpkcZI0QlglXNn1w1
"('Nur Geträumt', 'Nena')",0.0753,0.541,221427,0.753,3.01e-06,7,0.0701,-9.716,1,0.0306,177.067,4,0.89,4Zrdjqh88B39heb20G9m50
"('Easy Money', 'King Crimson')",0.00272,0.455,503493,0.631,0.00823,11,0.369,-10.354,0,0.0448,134.915,4,0.4,4RVdW2EQ1ZJCAMpnHy0uJ2
"('Untreatable Disease', 'Sparta')",0.00107,0.264,199867,0.843,0.0274,9,0.535,-6.111,1,0.0635,80.576,4,0.172,7kVzQyWqCMd1JzNdldPLOu
"('I See A Different You', 'Koop')",0.407,0.616,196867,0.694,7.19e-05,10,0.361,-8.168,0,0.0325,124.051,4,0.703,3vm0aEj2SMGtncYdjU2DI7
"('Blackburst', 'Gamat 3000')",0.0193,0.807,394000,0.687,0.879,5,0.0713,-12.153,1,0.0757,123.992,4,0.807,5wjUXzMB2fU5M6sM43JpvZ
"('No Pasaran', 'Blade Loki')",2.73e-05,0.229,166998,0.901,0.016,4,0.355,-6.827,0,0.0799,79.253,4,0.541,0TJUfVHMgvRHWfCNyMBJfq
"('System', 'In Flames')",1.68e-05,0.515,219307,0.969,0.769,6,0.151,-5.02,1,0.0545,110.133,4,0.463,0kczyBkbLqIkMqp5gAFjk0
"('Emma, Get Me A Lemon', 'The Walkmen')",0.0124,0.157,187853,0.848,0.0408,6,0.117,-3.489,0,0.0469,144.636,4,0.304,4fAvYoJ2mgHFprysTC52oI
"('Gotta Be Somebody', 'Nickelback')",0.000354,0.536,252653,0.89,0.00165,0,0.133,-5.222,1,0.0601,115.998,4,0.205,06T10fEzN8ZCcqzQZYA184
"('Over', 'A Perfect Circle')",0.809,0.424,143200,0.00515,0.0467,2,0.106,-26.26,0,0.0663,149.457,3,0.41,2Bsfr3RctJG6h6GbMzSs7L
"('My Hands', 'Jon-Rae Fletcher')",0.7,0.652,213453,0.266,7.54e-05,9,0.151,-11.613,1,0.0343,115.634,4,0.457,7CrgHUaDEa83QYWz4gDAQD
"('How Im Livin', 'Pete Rock')",0.155,0.725,290987,0.493,1.18e-06,11,0.0607,-6.534,0,0.227,85.081,4,0.697,4zLSenIvE94EHQbYidlC0P
"(""Comptine D'Un Autre Été : L'Après-Midi"", 'Yann Tiersen')",0.991,0.484,140733,0.192,0.908,2,0.106,-15.378,1,0.0465,100.084,4,0.0559,4O2N861eOnF9q8EtpH8IJu
"('The Wizard Turns On... Explained', 'The Flaming Lips')",0.663,0.603,156213,0.543,0,5,0.201,-12.11,0,0.847,62.569,3,0.789,3PnkhMaV6TC0aYawWHOjTv
"('I Go Wild', ""The Three O'Clock"")",0.000315,0.49,169907,0.789,1.31e-06,5,0.357,-7.88,1,0.0289,135.557,4,0.804,2hytg2cgAoXQXZV1YrNGcH
"('Kothbiro', 'Ayub Ogada')",0.985,0.394,334827,0.0691,0.00434,4,0.0931,-17.082,0,0.0331,76.906,4,0.486,0oiNsnH40PPTBFqixyPTWG
"('Lucille', 'Little Richard')",0.62,0.686,143827,0.715,0.000271,8,0.205,-11.962,0,0.0677,143.608,4,0.855,68N3Xhe8s9SYPpEmqqpg07
"('Falling Down (The Gibb Mix)', 'Oasis')",9.46e-05,0.622,310747,0.852,0.179,6,0.129,-4.098,0,0.0319,131.138,4,0.41,7qSoeh86dxw2vbeX810sfs
"('Guitarmy', 'The Blood Brothers')",0.00109,0.359,39133,0.998,0.00826,4,0.958,-3.361,1,0.313,149.927,4,0.192,7hypCBfCEsgimTKJwctnBK
"('Living The Dream', 'Sloan')",0.327,0.711,172613,0.765,0,9,0.153,-7.387,1,0.0312,119.979,4,0.716,0nM1qC7tlwmYBoy7c2y0Eu
"('Kavaklar', 'Sezen Aksu')",0.903,0.376,290293,0.209,6.19e-06,2,0.175,-13.204,1,0.0426,105.256,3,0.234,2krmsFdzcUdbcXO08DhARc
"('Angie', 'The Rolling Stones')",0.725,0.438,272000,0.541,0.000191,9,0.102,-6.012,0,0.0294,136.224,4,0.396,1GcVa4jFySlun4jLSuMhiq
"('Slug', 'Only Living Witness')",0.00287,0.174,243440,0.993,0.00982,0,0.334,-5.992,1,0.106,162.633,4,0.087,6dBYLJhUOTi35VucgF4tNj
"('Esquecendo Você', 'Gal Costa')",0.663,0.359,181867,0.299,0,6,0.89,-9.618,0,0.0364,168.569,4,0.275,1azSGxMIevG4WgKQqyqOE4
"('Pooch', ':Wumpscut:')",0.128,0.496,290107,0.695,0.0902,1,0.139,-6.012,1,0.0347,135.057,4,0.0396,61jgexaSRbuR0VigfbiFfJ
"('What Were We Thinking', 'Joss Stone')",0.198,0.342,264907,0.435,0,10,0.379,-7.265,1,0.0556,82.302,4,0.16,67CJv7h1XHntLdyqgK3c2z
"('Do Your Thing', 'Basement Jaxx')",0.0325,0.677,259600,0.96,0.28,11,0.138,-3.685,0,0.0676,124.927,4,0.791,50ywh68mIcGCPA0tGmOEeL
"('In The Beginning....', 'Spindrift')",0.228,0.393,59107,0.401,0.166,0,0.149,-23.431,1,0.478,59.192,3,0.154,2z5PKOXecuA3dCwwJbrUGb
"('Love Is Crimson', 'Dan Sartain')",0.206,0.326,117760,0.751,0.27,9,0.179,-10.429,0,0.0377,146.116,4,0.567,21IkonGZe2z1pmLb5jSFOI
"('In The Flat Field', 'Bauhaus')",0.000306,0.389,300267,0.809,0.211,0,0.125,-8.627,1,0.0455,152.026,4,0.56,5dB3b2U5ebIgKyIk77OWx3
"('Separate And Ever Deadly', 'The Last Shadow Puppets')",0.000494,0.223,160413,0.774,0,11,0.138,-4.657,0,0.0391,151.776,4,0.508,2ybU281mgOfYbiegkKnRiE
"('Too Good To Be True', 'Motörhead')",0.00522,0.35,216093,0.918,0.598,8,0.0306,-7.023,1,0.0363,181.712,4,0.758,4y1nILzTfJT7N6faqV4Z2Y
"('My Paper Heart', 'The All-American Rejects')",0.000352,0.491,228867,0.843,2.87e-06,0,0.343,-4.962,1,0.0413,171.978,4,0.8,2CCaFbnGcOkSZIkgdmvXcP
"('Who Is It', 'Björk')",0.26,0.523,237347,0.733,1.62e-05,1,0.24,-7.407,1,0.285,92.281,4,0.112,1slmImGr63SFOlmHKe1yM2
"('Destroy Me', 'Unter Null')",0.000948,0.398,221693,0.745,0.0031,8,0.123,-9.828,1,0.0443,126.97,4,0.0913,5eddlmNETuP9mhjBLWNLOV
"('Silent Night, Bodom Night', 'Children Of Bodom')",0.00178,0.477,192760,0.941,0.655,2,0.368,-3.108,0,0.0595,118.946,4,0.569,5h1b2UocQcdwAf6E8bPIUC
"('White Wise Rabbit', 'Barbara Morgenstern & Robert Lippok')",0.289,0.255,347400,0.477,0.922,4,0.106,-12.207,0,0.0297,139.15,3,0.0672,3t3mJi2Lbx3rNqzu3HprcI
"('Alright', 'Jamiroquai')",0.174,0.815,263920,0.875,0.048,7,0.136,-7.822,0,0.0598,105.805,4,0.733,0cL0AarTZtfSt5Tc3a2ZDN
"('Mind', 'Talking Heads')",0.271,0.75,238547,0.88,0.0506,4,0.0657,-5.947,0,0.0307,127.981,4,0.976,03HUTPHpK8CJkBlIXTNvVL
"('Under Me Sleng Teng', 'Wayne Smith')",0.148,0.826,247800,0.508,0,2,0.124,-8.713,1,0.0798,81.564,4,0.91,1YjBJlLZh4wwnfYZCr3jrE
"('Hanging By A Moment', 'Lifehouse')",0.000983,0.531,216067,0.855,0,1,0.0716,-4.95,1,0.0352,124.578,4,0.424,0wqOReZDnrefefEsrIGeR4
"('Never Be Alone', 'Simian')",0.0115,0.666,202693,0.755,0.000137,4,0.0718,-3.734,0,0.0276,119.997,4,0.259,053qYbsCwA2LHjSrHbcW3k
"('House By The Sea', 'Iron & Wine')",0.61,0.519,231760,0.515,5.66e-05,5,0.107,-9.448,1,0.031,80.329,4,0.714,0iWUW8UNkmyUa8Aa6anow6
"('Nana Nana', 'Montefiori Cocktail')",0.0228,0.724,236347,0.741,0.203,0,0.434,-7.712,0,0.0365,120.068,4,0.963,2siF28NXQx4Vi41nZjxgJP
"('Omen Reprise', 'The Prodigy')",0.015,0.222,81800,0.601,0.963,1,0.532,-8.409,0,0.0421,93.337,5,0.18,3PVRogJ8nhcBdozOa81QJg
"(""I Don'T Care"", 'Black Flag')",0.424,0.283,59133,0.724,0,4,0.578,-12.079,1,0.0443,188.017,4,0.357,4ro6Pm3iCuQmW7Zmz4hN7B
"('Sexy, Naughty, Bitchy', 'Tata Young')",0.0187,0.703,208760,0.83,1.99e-05,10,0.0539,-5.389,0,0.0626,98.025,4,0.862,6klYNpKTW60ZcL3g1eoCJu
"('In My Head', 'T.S.O.L.')",2.14e-05,0.226,149493,0.983,3.54e-05,9,0.247,0.975,0,0.0812,140.82,4,0.46,7yKndvX4rMvuBoEStGXQnf
"('Word Up', 'Cameo')",0.0511,0.885,261000,0.82,0.00263,6,0.0458,-13.054,0,0.0642,116.217,4,0.853,7LoGfKBAaOl0nxhodJ1240
"('Together We Will Live Forever', 'Clint Mansell')",0.994,0.483,301733,0.0176,0.928,7,0.0912,-25.501,0,0.052,76.384,4,0.2,2pr6us08iPNzIex5q6fMvI
"('How You Remind Me', 'Nickelback')",0.00135,0.446,223840,0.764,0,10,0.099,-5.042,1,0.033,172.094,4,0.543,0gmbgwZ8iqyMPmXefof8Yf
"('Roadhouse Blues', 'The Doors')",0.337,0.612,243827,0.634,4.6e-05,9,0.147,-8.212,1,0.0319,121.059,4,0.904,1Q5kgpp4pmyGqPwNBzkSrw
"('Unison', 'Björk')",0.385,0.536,405760,0.511,0.0377,5,0.165,-11.019,1,0.0484,147.879,4,0.217,1t9us2hggVqmnyWz7uG54y
"('Dance Till The Morning Sun', 'Brazilian Girls')",0.00964,0.636,278440,0.839,0.583,7,0.133,-7.474,0,0.0412,119.979,4,0.486,55vPmCE5HsErSlC0rf4rm7
"('Mini', 'Corduroy')",0.267,0.865,239760,0.702,0.000539,0,0.0874,-6.778,1,0.0452,122.133,4,0.678,1bmsKTTzguJOBX1tKytX3U
"('Out Of Town', 'Zero 7')",0.0189,0.529,287933,0.572,0.793,4,0.133,-8.688,0,0.0254,89.717,4,0.355,0LKx6f9jd4IrjHW0y4XXXs
"('Move On Up', 'Destination')",0.00454,0.843,237040,0.703,0.00402,9,0.075,-10.121,0,0.0438,140.035,4,0.965,0qX0UHSX8c9HWT7i6Dg3bs
"('No More Conversations', 'Freeform Five')",0.00129,0.899,430840,0.477,0.706,1,0.0718,-6.157,1,0.208,127.027,4,0.658,2QUJFamZ5G2m8YVnRzyATd
"('I Will (Los Angeles Version)', 'Radiohead')",0.484,0.363,133240,0.277,0.148,1,0.0966,-13.56,1,0.0279,163.042,4,0.254,1KoAkWyPZVnuOFsTsUFSla
"('Hang On Little Tomato', 'Pink Martini')",0.946,0.519,196893,0.2,2.14e-06,5,0.107,-10.973,1,0.0434,92.89,4,0.537,15ffrEHBHIbXWJcsGx402o
"('Ii', 'Deathspell Omega')",0.000516,0.195,183907,0.965,0.771,7,0.264,-3.91,1,0.0756,154.995,4,0.295,5F16S6W1HPzyi5vGzwVJyM
"('Sin', 'Nuclear Assault')",2.94e-05,0.151,202147,0.992,0.827,9,0.183,-4.451,1,0.191,143.467,4,0.068,4bFwNDLo9IeqHQ0iqFEaUA
"('L.A. Song', 'Fischerspooner')",0.00666,0.585,250173,0.781,0.883,4,0.1,-8.6,0,0.0462,140.036,4,0.427,701lky1Ltjfktp6iMSttE0
"('Jellybones', 'The Unicorns')",0.677,0.506,163840,0.292,0.0949,6,0.661,-9.111,1,0.0756,129.14,4,0.606,2B4xg9cc7s2ug39Mwq3BFX
"('3 Gymnopédies', 'Erik Satie')",0.995,0.416,190560,0.004,0.926,7,0.0986,-37.799,1,0.046,81.221,3,0.445,4nd6FMCfNFWkbi2dnsf5I3
"(""Girl They Won'T Believe It"", 'Joss Stone')",0.000643,0.705,195960,0.913,1.74e-05,9,0.635,-5.75,1,0.079,121.81,4,0.545,3f7tfWoXGoRrzPpsRAmTLs
"('Blue Light', 'Bloc Party')",0.00443,0.515,166227,0.828,0.222,2,0.362,-5.753,1,0.0401,155.926,4,0.626,4nC7ADktP434rqxHtFbkba
"('White Chalk', 'Pj Harvey')",0.896,0.446,186587,0.263,0.32,0,0.3,-12.389,1,0.0303,109.568,4,0.347,5otrKJigdBWRbBNHOfFg2g
"('El Tren', 'Ñu')",0.0263,0.595,151459,0.925,4.79e-05,9,0.264,-5.385,0,0.0645,84.926,4,0.886,6b5Pj6IhefuAs7UTrwOyHF
"(""Jumpin' Jack Flash"", 'Ananda Shankar')",0.074,0.523,215867,0.722,0.00336,6,0.122,-6.533,1,0.0307,129.424,4,0.506,6BkeuHmO4P69Ln2BSonrXi
"('The Headmaster Ritual', 'The Smiths')",0.00201,0.388,295440,0.955,0.0366,9,0.146,-6.184,1,0.0411,150.352,4,0.693,4tFGNFIIZ9ANSewxGZyiDD
"('Biko', 'Simple Minds')",0.122,0.524,454880,0.601,0.724,2,0.328,-9.402,1,0.0266,91.94,4,0.189,5KdAJ2NdMIvfTIxPvtKn82
"('The Snake And The Moon', 'Dead Can Dance')",0.144,0.655,371787,0.529,0.000242,8,0.116,-10.482,0,0.0407,112.08,4,0.413,6IeWtwAcqHo2m8I7245b2i
"('Between Mind & Heart', 'Enigma')",0.289,0.596,249733,0.641,0.92,2,0.149,-9.969,1,0.0292,90.006,4,0.725,69n6N7QuyPlUtOL0xhwnOX
"('Ambuletz', 'The Mars Volta')",0.0026,0.345,422960,0.82,0.139,4,0.848,-9.444,0,0.0786,171.789,4,0.237,49Yf4QyRUMlzaduJU2aRmK
"('Green Eyeliner', 'The Hot Puppies')",0.0138,0.496,177533,0.871,0,0,0.184,-4.981,1,0.0554,137.916,4,0.583,6hTTDi7ZS5xSPM6oON6fxS
"('Walking For Two Hours', 'The Twilight Sad')",0.00129,0.474,315893,0.84,0.00111,10,0.077,-4.722,0,0.0349,124.018,4,0.219,7t2QKqYrGLowXbVL9y9iME
"('Summer Dress', 'Red House Painters')",0.915,0.54,174240,0.153,0.0158,10,0.107,-14.397,1,0.033,129.152,4,0.198,6WoGpYk4Cl0UzosUZrUeEc
"('A Forest', 'Bat For Lashes')",0.0459,0.72,198720,0.714,0.0291,11,0.185,-7.32,0,0.0316,119.983,4,0.148,3aoMExYApwOx5sX43DAEOJ
"('To A Bitter Halt', 'Dark Tranquillity')",0.000122,0.46,288320,0.871,0.00841,6,0.164,-5.438,0,0.0482,120.21,4,0.385,1EmhGLiwVXGMwWHY9r9e5l
"('Life Is A Pigsty', 'Morrissey')",0.483,0.492,535547,0.693,0.233,10,0.878,-9.634,0,0.0409,119.993,4,0.187,7Cfotnb5cW0mQm3dMIP13C
"(""Knockin' On Heaven'S Door"", ""Guns N' Roses"")",0.0211,0.496,336000,0.739,0.00444,6,0.106,-7.193,1,0.0415,132.41,4,0.378,4JiEyzf0Md7KEFFGWDDdCr
"('We Believe, We Believe', ':Wumpscut:')",0.0171,0.603,217400,0.936,2.21e-05,10,0.0817,-3.78,0,0.0921,128.008,4,0.539,4CQVBnbdcrFXoskPxk127G
"('Ex-Girl Collection', 'The Wrens')",0.488,0.328,279120,0.765,0.179,7,0.524,-7.099,1,0.0397,117.963,4,0.434,0ULZKijtYUYmbxf0Qm1JYi
"('Good For You', 'Third Eye Blind')",0.00081,0.534,232000,0.635,0,5,0.0699,-7.145,1,0.0248,76.569,4,0.57,7GnCfb6wYzg3KyhbJCvOCv
"('Tree Of Life', 'Clint Mansell')",0.563,0.227,224880,0.436,0.807,2,0.0984,-12.239,0,0.0336,115.77,4,0.0396,2OPWO9fNI2wZYxTL56ze75
"('On The Nod', 'Avail')",0.0386,0.278,126373,0.958,0.00761,7,0.326,-2.977,1,0.155,146.492,4,0.413,1E4Lya69GLhaB1m58zMjhE
"('Soil, Soil', 'Tegan And Sara')",0.83,0.545,82960,0.373,0,11,0.256,-10.031,0,0.0303,130.84,3,0.308,3fthDD3RXSIIChCvoYRC5t
"('Monsters', 'The Boy Least Likely To')",0.0675,0.872,185600,0.634,3.59e-06,4,0.448,-9.239,0,0.0442,130.062,4,0.697,0aGhbaauWYYtO30XHzhtGP
"('On Some Faraway Beach', 'Brian Eno')",0.211,0.456,276027,0.675,0.159,0,0.141,-9.122,1,0.0314,99.805,4,0.369,1ip0bzSgZsMrp7bSuxlKoa
"('Atari Teenage Riot', 'Atari Teenage Riot')",0.00165,0.531,218298,0.94,0.0257,6,0.361,-4.415,0,0.275,118.982,4,0.297,2cy80QjEjQhHt2ni5v90Um
"('Over The Hills', 'Luciano')",0.0513,0.662,236080,0.7,2.34e-06,9,0.265,-5.15,0,0.056,79.03,4,0.813,2NCh17WuBtQ80KgHpwLM1v
"('Coma Black', 'Marilyn Manson')",0.0161,0.262,358707,0.703,0.000308,0,0.144,-7.169,1,0.0445,74.904,4,0.228,1Hc6IKoMFzRzCikFqLjJLX
"('Feel So Sad', 'Spiritualized')",0.897,0.521,392227,0.209,0.915,7,0.0602,-15.591,1,0.0259,136.143,4,0.247,2pyvmKTldGRM4k2qmQAoVV
"('Magic Beans And Truth Machines', 'Say Hi')",0.297,0.699,123733,0.715,0.0265,7,0.109,-10.699,1,0.0354,106.99,4,0.0388,7zlDaZHdFuvTWlKt0lWO2q
"('Death Of A Martian', 'Red Hot Chili Peppers')",0.0111,0.457,264800,0.874,0,0,0.0797,-3.059,0,0.0482,114.797,4,0.423,21YMiAQTystq882x5Sh0R5
"('Where Is Your God?', 'Amon Amarth')",5.11e-05,0.36,191293,0.995,0.0177,11,0.28,-4.42,1,0.203,175.016,4,0.146,7sW6sWJxVBT65FPLHgRYUT
"('Evil Ladies', 'Norther')",0.000143,0.396,217200,0.948,0.738,5,0.303,-3.883,0,0.0651,91.997,4,0.556,3iQh7yhZqD1lNX1iYZAu6C
"('My Lament / Dj Mitsu The Beats Feat. Hanif Jamiyl', 'Gagle & Jazzy Sport Top Team')",0.0172,0.867,274776,0.567,0.0139,10,0.128,-9.783,0,0.0906,106.003,4,0.241,6imtWbBjCWYqhEFj9NzHxK
"('Fast Cars', 'Buzzcocks')",0.0257,0.302,151040,0.643,0.00139,10,0.0702,-12.41,0,0.0338,95.566,4,0.661,4YuBl3YXnSJzjoZvEpdSnd
"('Porch', 'Pearl Jam')",0.00372,0.326,210520,0.935,7.55e-06,9,0.302,-5.69,1,0.0698,135.762,4,0.17,3zNkNyXEeDs2HeAZ0fYqxI
"('Muffin Man', 'Frank Zappa')",0.111,0.412,337733,0.657,8.83e-05,6,0.15,-11.78,1,0.0887,129.119,4,0.742,2KfjGQ3MjL1PlRsf2xUH5s
"('Clubbed To Death', 'Rob Dougan')",0.0116,0.377,447427,0.65,0.827,2,0.346,-10.277,0,0.0284,101.547,4,0.0978,0vSVDF2fHaxL2L9eEmRdAK
"('Slowly', 'Amon Tobin')",0.0792,0.575,337507,0.637,0.911,1,0.384,-8.874,0,0.0348,136.025,4,0.122,15J6PrzKaLtvw0dBr9sq72
"('A Pair Of Brown Eyes', 'The Pogues')",0.0422,0.349,301213,0.63,0.00232,7,0.0647,-8.622,1,0.037,166.3,3,0.116,32soEc9h0wDy1BEjV5egeh
"('False Advertising', 'Bright Eyes')",0.0485,0.276,352295,0.466,0.000147,2,0.0583,-8.358,1,0.0282,155.244,3,0.493,5SlpHEaTsPepkDdK4TLKZL
"('The Shape Of Things To Come', 'Hocico')",0.00606,0.47,363560,0.947,0.241,10,0.114,-8.48,0,0.0426,115.996,4,0.218,75H9Wv8FckOQduHT52nCmY
"('Cars', 'Gary Numan')",0.00967,0.542,238907,0.578,5.97e-05,2,0.0674,-8.755,1,0.0404,128.0,4,0.809,6HZ67VImxqr8aMBEEhblzf
"('Rookie', 'Boysetsfire')",0.000226,0.457,253440,0.895,0.0768,10,0.201,-6.042,0,0.0648,97.67,4,0.308,3f0VeXFWFrDjt9BFmRPIej
"(""She'S Leaving Home"", 'The Beatles')",0.834,0.28,225000,0.361,0.9,4,0.111,-9.35,1,0.0349,124.879,3,0.146,1qyCAEUXrzAoDbp4XpckSR
"('Jimmy Dean', 'Icehouse')",0.151,0.436,240440,0.915,2.79e-05,7,0.126,-4.679,1,0.117,114.991,4,0.148,7spupjpEXgyZNo9KUIasC9
"('Add It Up', 'Violent Femmes')",0.0858,0.529,283800,0.448,0.000143,4,0.0511,-18.567,1,0.155,85.536,4,0.583,7oyxaCjnv7P1F68DDXU7y7
"('I Will', 'Radiohead')",0.946,0.254,119467,0.133,0.00011,1,0.113,-14.06,0,0.0326,75.234,4,0.169,28VoI90xDBoKe5sP3sP5jW
"('Forever Young', 'Youth Group')",0.0167,0.379,239120,0.664,0.000679,11,0.0915,-6.863,1,0.0307,115.272,4,0.301,3tFECpGckFpp0HpQje78gi
"(""Blowin' In The Wind"", 'Bob Dylan')",0.914,0.38,165427,0.0993,2.32e-05,2,0.0605,-20.567,1,0.0509,174.874,4,0.44,18GiV1BaXzPVYpp9rmOg0E
"('Sıcak', 'Bülent Ortaçgil')",0.83,0.716,229600,0.441,1.07e-06,5,0.101,-10.174,1,0.049,133.574,4,0.576,1OLFpmd1uEXh9RD83y5axE
"('Check On It', 'Beyonce Feat. Slim Thug')",0.0708,0.705,210453,0.796,0,7,0.388,-6.845,1,0.267,166.042,4,0.864,2RWxrpsFshOBFwRBRstUlQ
"('Drive-In Saturday', 'David Bowie')",0.348,0.302,272600,0.56,0,7,0.0674,-9.528,1,0.037,201.015,3,0.43,1cSrZX0EdEpbI8t9rG43Cl
"('Hummingbird', 'Wilco')",0.767,0.507,187173,0.275,0.00189,4,0.114,-11.119,0,0.0445,138.618,4,0.24,0YRv8GX3ekiz2XkbnZTSrU
"('Root Down', 'Beastie Boys')",0.218,0.834,211560,0.961,1.3e-06,5,0.146,-5.337,1,0.119,100.009,4,0.854,2fB7fIohcZWhbeFzMphRuo
"('Angels Would Fall', 'Melissa Etheridge')",0.0994,0.478,279573,0.725,3.28e-06,7,0.0528,-7.489,0,0.0249,93.255,4,0.729,5vuLPGz5irIX7TAHsFKQcQ
"(""Zima '81"", 'Ania Dąbrowska')",0.11,0.566,328453,0.398,0.942,11,0.117,-8.273,0,0.0281,90.028,4,0.195,0q8RYjQGTmpcWbP4VBXSPO
"('No Rest For The Wicked', 'Leæther Strip')",0.000605,0.485,332507,0.96,0.796,9,0.307,-8.415,1,0.0427,127.511,4,0.0885,78K9QlnYjR0tLUCDqZy3GP
"('Falling Horses', 'Efterklang')",0.937,0.294,433053,0.402,0.944,10,0.372,-12.683,0,0.0327,151.548,3,0.1,2cxlzdLukQewxS7ClTCJot
"('Stars', 'Simply Red')",0.154,0.716,248600,0.818,0.000806,7,0.236,-7.456,1,0.0256,103.668,4,0.817,5QJSD5GQOq72OmwLV5IHUV
"('Section 12 (Hold Me Now)', 'The Polyphonic Spree')",0.27,0.252,270600,0.793,1.65e-05,0,0.213,-6.429,1,0.0561,148.884,4,0.461,2lwjsEB5BhesuGjiSWzvh2
"('My Abyss', 'The End')",3.55e-05,0.286,290080,0.935,0.0208,1,0.308,-4.417,1,0.068,176.808,3,0.612,0bGcqrQuUz8cFkBv22Gupx
"('Spanish Castles', 'Boat Club')",0.169,0.608,230335,0.657,0.295,9,0.188,-9.26,0,0.0354,125.009,4,0.795,0npyLu0pXVJ0Ls9QrNGFwt
"('Rainbows In The Dark', 'Tilly And The Wall')",0.0193,0.584,259293,0.778,0,0,0.108,-6.633,1,0.0402,130.02,4,0.647,73kcAjKLWKUCveMROC7l6j
"('Those To Come', 'The Shins')",0.916,0.621,264827,0.294,0.147,2,0.0682,-16.915,1,0.0343,127.072,4,0.355,09MZQ06g5WN1KpcZwWJQR4
"('No Hay Igual', 'Nelly Furtado')",0.47,0.9,215587,0.785,0.0105,11,0.0591,-4.322,0,0.131,114.244,4,0.741,0MJOvPwSl7qGATRNFvxJKL
"('Hunting Bears', 'Radiohead')",0.853,0.302,121200,0.265,0.926,7,0.0962,-12.203,1,0.0431,140.207,4,0.0742,2zYrFer4QGSQkk5aUawfHB
"('Saaba', 'Slovo')",0.723,0.69,109240,0.427,0.244,2,0.391,-15.221,0,0.0595,126.979,4,0.652,2lFmPl4Ny8Bzy2uIOUyBRh
"('Saint Jacques', 'Lightning Bolt')",0.00452,0.125,253213,0.979,0.939,11,0.167,-7.033,1,0.207,165.212,3,0.18,2cbMWvmaCPNvQAezX7HEcW
"('Ederlezi (Scena Durdevdana Na Rijeci)', 'Goran Bregović')",0.603,0.298,292547,0.272,0.0762,9,0.277,-11.103,1,0.0339,102.892,4,0.151,6KmbyER0vXFj8ZJDkVsUFH
"('Mercury', 'Bloc Party')",0.000243,0.289,230040,0.829,0,7,0.849,-3.412,1,0.198,177.928,5,0.442,6cD8ITbhM0Bkcb3RbWsrWB
"('Everything', 'Sleater-Kinney')",0.0252,0.257,206733,0.962,2.19e-06,1,0.102,-3.315,0,0.208,135.125,4,0.289,2Z2Jjq4TMxzlWCMKv0wKm3
"('Wow', 'Kate Bush')",0.856,0.384,240773,0.25,0.0327,9,0.24,-12.508,0,0.0356,123.92,4,0.0547,1hbB7wFZ28n5vOfMEEY2Jw
"('Raining Again', 'Staind')",0.00062,0.554,233507,0.788,0.264,8,0.192,-4.476,1,0.0315,125.988,4,0.119,2mKKoGhikIUy4LUqiRIu52
"('After The Rain', 'John Coltrane')",0.983,0.243,249453,0.0552,0.138,8,0.144,-18.633,1,0.0349,82.365,4,0.146,4KLxwz0dDeO97KGhOhBJFh
"('Quiet', 'Rachael Yamagata')",0.97,0.536,365080,0.134,0.0619,7,0.1,-15.472,1,0.0312,113.007,3,0.132,7urHRcvIRPcFqk4W9bsCrt
"(""'Round Midnight"", 'T.S. Monk')",0.839,0.424,447867,0.641,0.519,3,0.156,-7.812,0,0.0569,157.995,4,0.475,3pFiRpqLwTFGAZugExwo8q
"('Harder, Better, Faster, Stronger', 'Daft Punk')",0.0427,0.817,224693,0.716,0.00263,6,0.358,-8.898,0,0.144,123.475,4,0.692,5W3cjX2J3tjhG8zb6u0qHn
"('Roads', 'Portishead')",0.804,0.55,305160,0.279,0.0564,5,0.11,-11.639,1,0.0893,76.033,4,0.182,2sW8fmnISifQTRgnRrQTYW
